"SV_TAXONOMY","TAXONOMY_NAME","RG_REFERENCE","RG_NAME","SV_REFERENCE","SV_NAME","SV_DESCRIPTION","SL_REFERENCE","LC_REFERENCE","PHONE_NUMBER","WEBSITE","EMAIL_ADDRESS","WHEELCHAIR_ACCESSIBLE","LANGUAGE","HOURS","STREET_NUMBER","STREET_NAME","STREET_TYPE","STREET_DIRECTION","CITY","PROVINCE","POSTAL_CODE","LATITUDE","LONGITUDE","811_LINK"
"LN-9300","Walk In Medical Clinics","17658397","Willoughby Medical Centre","17658398","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required; no walk-in accepted. Online booking is available or call the clinic to schedule.","17658400","17658399","6045148800","https://willoughbymedical.ca",,"Y",,"Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Phone line hours as noted; appointment required. Hours are subject to physician availability and patient volume. Closed statutory holidays.","20202 66th Avenue","","","","Langley","BC","V2Y 1P3","49.122595","-122.662595","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658398&SiteResourceAgencyNum=17658399"
"LN-9300","Walk In Medical Clinics","17658448","Highgate Medical Clinic","17658449","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Walk-in service available, or call to book a same or next-day virtual or in-person appointment.","17658451","17658450","6047779101","https://medical.highgateclinic.ca/",,"Y",,"Mon 08:30 - 14:30; Tue 10:00 - 17:00; Wed 10:00 - 17:00; Thu 10:00 - 17:00; Fri 10:00 - 17:00; Sat 10:00 - 17:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","103-7188 Kingsway","","","","Burnaby","BC","V5E 1G3","49.218204","-122.955384","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658449&SiteResourceAgencyNum=17658450"
"LN-9300","Walk In Medical Clinics","17658498","The Doctors' Office","17658499","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required; no walk-in accepted. Appointments can be booked online; see website.","17658501","17658500","6047348252","http://thedoctorsofficevancouver.com/",,"Y",,"Mon 07:00 - 16:00; Tue 07:00 - 16:00; Wed 07:00 - 16:00; Thu 07:00 - 16:00; Fri 08:00 - 16:00; Sat 08:00 - 14:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","101-777 West Broadway","","","","Vancouver","BC","V5Z 4J7","49.263577","-123.121538","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658499&SiteResourceAgencyNum=17658500"
"LN-9300","Walk In Medical Clinics","17658691","Willowbrook Medical Clinic","17658692","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Walk-in service available, or call to book a same or next-day in-person appointment. It is recommended that you call before going to the clinic to confirm hours and availability.","17658694","17658693","6045301333",,,"Y",,"Mon 09:00 - 14:00; Tue 09:00 - 14:00; Wed 09:00 - 14:00; Thu 09:00 - 14:00; Fri 09:00 - 14:00; Note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients before the listed closing time. Statutory holiday hours may be available; call to confirm.","158A-19653 Willowbrook Drive","","","","Langley","BC","V2Y 1A5","49.115513","-122.678664","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658692&SiteResourceAgencyNum=17658693"
"LN-9300","Walk In Medical Clinics","17658725","Richmond Central Medical Clinic","17658726","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required; no walk-in accepted. Online booking is available or call the clinic to schedule.","17658728","17658727","7782974700","https://wellclinics.ca/properties/richmond-central-medical-centre/",,"Y",,"Mon 08:00 - 20:00; Tue 08:00 - 20:00; Wed 08:00 - 20:00; Thu 08:00 - 20:00; Fri 08:00 - 18:00; Sat 09:00 - 14:00; Sun 09:00 - 14:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours: 09:00 - 14:00.","150-7997 Westminster Highway","","","","Richmond","BC","V6X 1A4","49.170249","-123.136592","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658726&SiteResourceAgencyNum=17658727"
"LN-9300","Walk In Medical Clinics","17658769","Panorama Village Medical Clinic","17658770","Walk-in Clinic","Provides non-urgent medical care for people on a walk-in basis to get advice, assessment and treatment for minor illness and injuries. No appointment required.","17658772","17658771","6045740481","https://wellclinics.ca/properties/panorama-medical-clinic/",,"Y",,"Mon 08:00 - 18:00; Tue 08:00 - 18:00; Wed 08:00 - 18:00; Thu 08:00 - 18:00; Fri 08:00 - 18:00; Sat 08:00 - 14:00; Sun 08:00 - 14:00; Note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients before the listed closing time. Closed statutory holidays.","15157 56th Avenue","","","","Surrey","BC","V3S 9A5","49.104505","-122.803260","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658770&SiteResourceAgencyNum=17658771"
"LN-9300","Walk In Medical Clinics","17658971","Mount Seymour Medical Clinic","17658972","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. All appointments are by phone unless the doctor determines there is a need for an in-person assessment. Call to schedule; no walk in accepted.","17658974","17658973","6049047712","https://www.primacy.ca/locations/mount-seymour/",,"Y",,"Mon 09:00 - 16:00; Tue 09:00 - 16:00; Wed 09:00 - 12:00; Thu 09:00 - 16:00; Fri 09:00 - 16:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","333 Seymour Boulevard","","","","North Vancouver","BC","V7J 2J4","49.311582","-123.024409","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658972&SiteResourceAgencyNum=17658973"
"LN-9300","Walk In Medical Clinics","17658979","Doc-Side Medical","17658983","Walk-in Clinic","Provides non-urgent medical care for people on a walk-in basis to get advice, assessment and treatment for minor illness and injuries. No appointment required.","17658984","17658981","6046331234",,,"Y",,"Mon 12:00 - 17:00; Tue 09:30 - 17:00; Wed 12:00 - 17:00; Thu 09:30 - 17:00; Fri 09:30 - 15:00; Note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients before the listed closing time. Closed statutory holidays.","678 E Hastings Street","","","","Vancouver","BC","V6A 2S5","49.283827","-123.099576","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658983&SiteResourceAgencyNum=17658981"
"LN-9300","Walk In Medical Clinics","17659075","Elicare Medical","30978604","Walk-in Clinic","Provides medical care by phone and or video for non-urgent medical concerns such as fever, cold and flu symptoms, rashes, and minor injury, pain or infection. In-person services are not available.","30978609","17659077","7789999966","https://www.elicare.ca/about-3ry",,"Y",,"Mon 10:00 - 15:00; Tue 10:00 - 15:00; Wed 10:00 - 15:00; Thu 10:00 - 15:00; Fri 10:00 - 15:00; Sun 10:00 - 15:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","9618 Cameron Street","","","","Burnaby","BC","V3J 1M2","49.253444","-122.898040","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=30978604&SiteResourceAgencyNum=17659077"
"LN-9300","Walk In Medical Clinics","17659075","Elicare Medical","30978604","Walk-in Clinic","Provides medical care by phone and or video for non-urgent medical concerns such as fever, cold and flu symptoms, rashes, and minor injury, pain or infection. In-person services are not available.","58586602","58586595","6045450420","https://www.elicare.ca/royalcitymedical",,"Y",,"Mon 09:00 - 16:30; Tue 09:00 - 16:30; Wed 09:00 - 16:30; Thu 09:00 - 16:30; Fri 09:00 - 16:30; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","228B-610 Sixth Street","","","","New Westminster","BC","V3L 3C3","49.213484","-122.921773","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=30978604&SiteResourceAgencyNum=58586595"
"LN-9300","Walk In Medical Clinics","17659075","Elicare Medical","30978604","Walk-in Clinic","Provides medical care by phone and or video for non-urgent medical concerns such as fever, cold and flu symptoms, rashes, and minor injury, pain or infection. In-person services are not available.","59830419","59830416","6042421862","https://www.elicare.ca/cooney",,"Y",,"Fri 13:30 - 18:00; Note that hours are subject to physician availability and patient volume; hours are limited. Closed statutory holidays.","140-5611 Cooney Road","","","","Richmond","BC","V6X 3J6","49.172474","-123.131932","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=30978604&SiteResourceAgencyNum=59830416"
"LN-9300","Walk In Medical Clinics","17659250","MD Medical Centre","17659251","Walk-in Clinic","Provides medical care by virtual appointment for non-urgent medical concerns such as fever, cold and flu symptoms, rashes, and minor injury, pain or infection. In-person services are not available. Call to schedule an appointment.","17659253","17659252","2507689959",,,"Y",,"Mon 09:00 - 16:00; Tue 09:00 - 16:00; Wed 09:00 - 16:00; Thu 09:00 - 16:00; Fri 09:00 - 13:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays, and for lunch 12:00 - 13:00.","3020 Louie Drive","","","","West Kelowna","BC","V4T 3E1","49.840972","-119.611480","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659251&SiteResourceAgencyNum=17659252"
"LN-9300","Walk In Medical Clinics","17659254","Salveo Medical Clinic","17659255","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Walk-in service available, or call to book a same or next-day telephone or in-person appointment.","17659257","17659256","2506140005","https://www.primacy.ca/locations/salveo/",,"Y",,"Mon 08:00 - 17:00; Tue 08:00 - 17:00; Wed 08:00 - 17:00; Thu 08:00 - 17:00; Fri 08:00 - 17:00; Sat 09:00 - 15:00; Sun 09:00 - 15:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours: 09:00 - 15:00.","2155 Ferry Avenue","","","","Prince George","BC","V2N 5E8","53.887457","-122.769326","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659255&SiteResourceAgencyNum=17659256"
"LN-9300","Walk In Medical Clinics","17659351","Ultima Medical Services","17659355","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Walk-in service available, or call to book a same or next-day virtual or in-person appointment.","17659357","17659356","6042076900","https://www.yvrmedical.com/",,"Y",,"Mon 08:00 - 16:00; Tue 08:00 - 16:00; Wed 08:00 - 16:00; Thu 08:00 - 16:00; Fri 08:00 - 16:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","3211 Grant McConachie Way","","","","Richmond","BC","V7B 1Y7","49.194605","-123.176251","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659355&SiteResourceAgencyNum=17659356"
"LN-9300","Walk In Medical Clinics","17659399","Mile Zero Clinic","17659400","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. All appointments are by phone unless the doctor determines there is a need for an in-person assessment. Call to schedule; no walk-in accepted.","17659402","17659401","2507821103","https://milezero.clinic/",,"Y",,"Mon 09:00 - 15:00; Tue 09:00 - 15:00; Wed 09:00 - 15:00; Thu 09:00 - 15:00; Fri 09:00 - 15:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","121-10200 8th Street","","","","Dawson Creek","BC","V1G 3P8","55.757051","-120.222749","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659400&SiteResourceAgencyNum=17659401"
"LN-9300","Walk In Medical Clinics","17659634","Uptown Medical Clinic","17659635","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. All appointments are by phone unless the doctor determines there is a need for an in-person assessment. Call to schedule; no walk-in accepted.","17659637","17659636","2505908375","https://www.uptownmedicalclinic.ca/",,"Y",,"Mon 09:00 - 14:00; Tue 09:00 - 14:00; Wed 09:00 - 14:00; Thu 09:00 - 14:00; Fri 09:00 - 14:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours may be available; call to confirm.","3460 Saanich Road","","","","Victoria","BC","V8X 1W7","48.454041","-123.374313","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659635&SiteResourceAgencyNum=17659636"
"LN-9300","Walk In Medical Clinics","17659794","Abby Central Medical Clinic","17659795","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Walk-in service available, or call to book a same or next-day virtual or in-person appointment.","17659797","17659796","6045571777","https://www.primacy.ca/locations/abby-central-medical/",,"Y",,"Mon 09:00 - 13:00; Tue 09:00 - 13:00; Wed 09:00 - 13:00; Thu 09:00 - 13:00; Fri 09:00 - 13:00; Note that hours are subject to physician availability and patient volume. Clinic hours may vary; call to confirm. Closed statutory holidays.","2855 Gladwin Road","","","","Abbotsford","BC","V2T 6Y4","49.053283","-122.314944","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659795&SiteResourceAgencyNum=17659796"
"LN-9300","Walk In Medical Clinics","17659800","Chetwynd Primary Care Clinic","17659801","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. All appointments are virtual unless the doctor determines there is a need for an in-person assessment. Call to schedule; no walk-in accepted.","17659803","17659802","2507887300","https://www.northernhealth.ca/find-a-facility/medical-clinics/chetwynd-primary-care-clinic",,"Y",,"Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30; Fri 08:30 - 16:30; Note that hours are subject to physician availability and patient volume. Closed statutory holidays, and for lunch 12:00 - 13:00.","5125 50th Street SW","","","","Chetwynd","BC","V0C 1J0","55.700364","-121.633385","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659801&SiteResourceAgencyNum=17659802"
"LN-9300","Walk In Medical Clinics","17659823","Airport Way Medical Clinic","17659824","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. All appointments are by phone unless the doctor determines there is a need for an in-person assessment. Call to schedule; no walk-in accepted.","17659826","17659825","2507747838",,,"Y",,"Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 16:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays, and for lunch 12:00 - 13:00.","5216 Airport Drive","","","","Fort Nelson","BC","V0C 1R0","58.807950","-122.695510","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659824&SiteResourceAgencyNum=17659825"
"LN-9300","Walk In Medical Clinics","17660274","CarePlace Medical Centre","17660275","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required; no walk-in accepted. Call to schedule an in-person or phone appointment.","17660277","17660276","6045813550","https://wellclinics.ca/properties/careplace-fleetwood/",,"Y",,"Mon 08:00 - 18:00; Tue 08:00 - 18:00; Wed 08:00 - 18:00; Thu 08:00 - 18:00; Fri 08:00 - 18:00; Sat 08:00 - 15:00; Sun 08:00 - 15:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours may be available; call to confirm.","306-9014 152nd Street","","","","Surrey","BC","V3R 4E7","49.166461","-122.801215","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17660275&SiteResourceAgencyNum=17660276"
"LN-9300","Walk In Medical Clinics","17660274","CarePlace Medical Centre","17660275","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required; no walk-in accepted. Call to schedule an in-person or phone appointment.","17660279","17660278","6045905811","https://wellclinics.ca/properties/care-place-scott-road-medical/",,"Y",,"Mon 09:00 - 18:00; Tue 08:30 - 18:00; Wed 09:00 - 18:00; Thu 08:30 - 18:00; Fri 09:00 - 18:00; Sun 09:00 - 12:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","7154 120th Street","","","","Surrey","BC","V3W 3M8","49.133387","-122.890314","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17660275&SiteResourceAgencyNum=17660278"
"LN-9300","Walk In Medical Clinics","17660284","Brickyard Medical Clinic","17660285","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required; no walk-in accepted. Call to schedule an in-person or phone appointment.","17660287","17660286","6045767701",,,"Y",,"Mon 08:00 - 16:00; Tue 08:00 - 16:00; Wed 08:00 - 16:00; Thu 08:00 - 16:00; Fri 08:00 - 16:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours may be available; call to confirm.","150-17475 56th Avenue","","","","Surrey","BC","V3S 2X6","49.104110","-122.738371","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17660285&SiteResourceAgencyNum=17660286"
"LN-9300","Walk In Medical Clinics","17660292","Colebrook Medical Clinic","17660293","Walk-in Clinic","Provides non-urgent medical care for people on a walk-in basis to get advice, assessment and treatment for minor illness and injuries. No appointment required. It is recommended that you call before going to the clinic to confirm hours and availability.","17660295","17660294","7785741414","https://wellclinics.ca/properties/colebrook-medical-clinic/",,"Y",,"Mon 08:00 - 19:00; Tue 08:00 - 19:00; Wed 08:00 - 19:00; Thu 08:00 - 19:00; Fri 08:00 - 18:00; Sat 09:00 - 15:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","107-15240 56th Avenue","","","","Surrey","BC","V3S 5K7","49.103543","-122.799043","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17660293&SiteResourceAgencyNum=17660294"
"LN-9300","Walk In Medical Clinics","17660491","theWell Medical Clinic","17660492","Walk-in Clinic","Provides non-urgent medical care for people on a walk-in basis to get advice, assessment and treatment for minor illness and injuries. No appointment required. It is recommended that you call before going to the clinic to confirm hours and availability.","17660494","17660493","6049372520","http://www.thewellmedical.com/sub/walkin.php",,"Y",,"Mon 09:00 - 21:00; Tue 09:00 - 21:00; Wed 09:00 - 21:00; Thu 09:00 - 21:00; Fri 09:00 - 21:00; Sat 09:00 - 17:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","109-1001 Austin Avenue","","","","Coquitlam","BC","V3K 3N9","49.249007","-122.867352","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17660492&SiteResourceAgencyNum=17660493"
"LN-9300","Walk In Medical Clinics","17660813","Matters of Health Medical Clinic","17660814","Walk-in Clinic","Provides non-urgent medical care for people on a walk-in basis to get advice, assessment and treatment for minor illness and injuries. No appointment required but it is recommended that you line up before 9 am to be seen by the doctor.","17660816","17660815","6045584633",,,"Y",,"Mon 09:30  - 17:30; Tue 09:30  - 17:30; Wed 09:30  - 17:30; Thu 09:30  - 17:30; Fri 09:30  - 17:30; Note that hours are subject to physician availability and patient volume. Closed for lunch 13:30 - 14:00, and on statutory holidays.","5591 West Boulevard","","","","Vancouver","BC","V6M 3W6","49.235586","-123.155556","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17660814&SiteResourceAgencyNum=17660815"
"LN-9300","Walk In Medical Clinics","17661163","Edgemont Medical Clinic","17661164","Walk-in Clinic","Provides non-urgent medical care for people on a walk-in basis to get advice, assessment and treatment for minor illness and injuries. No appointment required. It is recommended that you call before going to the clinic to confirm hours and availability.","50426384","50426382","6049909499","http://www.edgemontclinic.com/index.html",,"Y",,"Mon 09:30 - 17:30; Tue 09:30 - 17:30; Wed 09:30 - 17:30; Thu 09:30 - 17:30; Fri 09:30 - 17:30; Note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients before the listed closing time. Closed statutory holidays.","104-3053 Edgemont Boulevard","","","","North Vancouver","BC","V7R 2N5","49.336925","-123.101618","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661164&SiteResourceAgencyNum=50426382"
"LN-9300","Walk In Medical Clinics","17661222","South Vancouver Medical Clinic","17661223","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required; no walk-in accepted. Appointments can be booked online; see website.","17661225","17661224","6043230077","https://www.southvanmed.com/",,"Y",,"Mon 09:00 - 18:00; Tue 09:00 - 18:00; Wed 09:00 - 18:00; Thu 09:00 - 18:00; Fri 09:00 - 18:00; Sat 10:00 - 14:00; Sun 10:00 - 14:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours may be available; see website to confirm. Closed Christmas Day.","350 SE Marine Drive","","","","Vancouver","BC","V5X 2S5","49.210671","-123.100212","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661223&SiteResourceAgencyNum=17661224"
"LN-9300","Walk In Medical Clinics","17661350","Esquimalt Medical Clinic","17661351","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required; no walk-in accepted. In-person, virtual and phone visits are available.","17661353","17661352","7782654305","https://esquimaltmedicalclinic.com/community-clinic",,"Y",,"Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays, and for lunch 12:00 - 13:00.","3-1153 Esquimalt Road","","","","Victoria","BC","V9A 3N7","48.429952","-123.409936","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661351&SiteResourceAgencyNum=17661352"
"LN-9300","Walk In Medical Clinics","17661354","Foremed Clinic","17661355","Walk-in Clinic","Provides non-urgent medical care for people on a walk-in basis to get advice, assessment and treatment for minor illness and injuries. Walk-in service available, or call to book a same or next-day virtual or in-person appointment.","17661357","17661356","6045222206","https://www.foremedclinic.com/",,"Y",,"Mon 08:00 - 17:00; Tue 08:00 - 17:00; Wed 08:00 - 17:00; Thu 08:30 - 17:00; Fri 08:00 - 17:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","420 Columbia Street","","","","New Westminster","BC","V3L 1B1","49.204289","-122.905839","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661355&SiteResourceAgencyNum=17661356"
"LN-9300","Walk In Medical Clinics","17661444","Wellness First Medical Clinic","60984942","Walk-in Clinic","Provides access to non-urgent medical care by in-person visit or virtual appointment for people who need health advice, assessment and or treatment for minor illness and injuries. Walk-in service available, or call to book a same or next-day virtual or in-person appointment.","60984944","60984940","6042722244","https://wellnessfirstmedical.com/",,"Y",,"Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays and for lunch 12:00 - 13:00.","140-10111 No. 3 Road","","","","Richmond","BC","V7A 1G3","49.139527","-123.136769","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=60984942&SiteResourceAgencyNum=60984940"
"LN-9300","Walk In Medical Clinics","17661463","Alder Medical Clinic","17661464","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required; no walk-in accepted. Call to schedule an in-person or phone appointment.","17661466","17661465","2503954010",,,"Y",,"Mon 09:00 - 16:00; Tue 09:00 - 16:00; Wed 09:00 - 16:00; Thu 09:00 - 16:00; Fri 09:00 - 16:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays, and for lunch 12:00 - 13:00.","2-575B Alder Avenue","","","","100 Mile House","BC","V0K 2E1","51.638639","-121.297963","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661464&SiteResourceAgencyNum=17661465"
"LN-9300","Walk In Medical Clinics","17661467","Lynn Valley Medical and Travel Clinic","17661468","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Walk-in service available, or call to book a same or next-day telephone or in-person appointment.","17661470","17661469","6049885389","https://www.lynnvalleymedical.com/home-2/walkinclinic/",,"Y",,"Mon 08:00 - 18:00; Tue 08:00 - 18:00; Wed 08:00 - 18:00; Thu 08:00 - 18:00; Fri 08:00 - 18:00; Sat 09:00 - 18:00; Sun 09:00 - 18:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours: 09:00 - 18:00. Closed Christmas and New Year's Day.","102-1200 Lynn Valley Road","","","","North Vancouver","BC","V7J 2A2","49.336367","-123.039000","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661468&SiteResourceAgencyNum=17661469"
"LN-9300","Walk In Medical Clinics","17661603","Ocean Medical","17661604","Walk-in Clinic","Provides non-urgent medical care for people on a walk-in basis to get advice, assessment and treatment for minor illness and injuries. No appointment required.","17661606","17661605","6049251884","https://www.oceanmedical.com/family-practicewalk-in",,"Y",,"Mon 09:00 - 14:00; Tue 09:00 - 14:00; Wed 09:00 - 14:00; Thu 09:00 - 14:00; Fri 09:00 - 14:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","1884 Marine Drive","","","","West Vancouver","BC","V7V 1J6","49.328678","-123.163856","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661604&SiteResourceAgencyNum=17661605"
"LN-9300","Walk In Medical Clinics","17661611","Caulfield Village Medical Clinic","17661612","Walk-in Clinic","Provides non-urgent medical care for people on a walk-in basis to get advice, assessment and treatment for minor illness and injuries. No appointment required.","17661614","17661613","6049221544","http://healthwisemedical.dignifiedliving.ca/index.php?option=com_content&view=category&layout=blog&id=21&Itemid=107",,"Y",,"Mon 09:00 - 17:00; Tue 08:00 - 17:00; Wed 08:00 - 17:00; Thu 08:00 - 17:00; Fri 10:00 - 17:00; Clinic opens Mon at 09:00, Tue - Thu at 08:00, and Fri at 10:00, at which time names are taken for the day. Note that hours are subject to physician availability and patient volume. Statutory holiday hours may be available; call to confirm.","220-5317 Headland Drive","","","","West Vancouver","BC","V7W 3C5","49.347323","-123.253557","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661612&SiteResourceAgencyNum=17661613"
"LN-9300","Walk In Medical Clinics","17661662","Clayton Heights Medical Clinic","17661663","Walk-in Clinic","Provides non-urgent medical care for people on a walk-in basis to get advice, assessment and treatment for minor illness and injuries. No appointment required. It is recommended that you call before going to the clinic to confirm hours and availability.","17661665","17661664","6045750501",,,"Y",,"Mon 08:00 - 19:00; Tue 08:00 - 19:00; Wed 08:00 - 19:00; Thu 08:00 - 19:00; Fri 08:00 - 17:00; Sat 09:00 - 13:00; Sun 09:00 - 13:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours may be available; call to confirm.","204-18730 Fraser Highway","","","","Surrey","BC","V3S 7Y4","49.124387","-122.703286","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661663&SiteResourceAgencyNum=17661664"
"LN-9300","Walk In Medical Clinics","17661889","Viva Care","17661890","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. The hours and appointment process varies per clinic; see the specific location for details.","17661892","17661891","6044228482","https://vivacare.ca/locations/burnaby-bc/",,"Y",,"Mon 08:00 - 15:00; Tue 08:00 - 15:00; Wed 08:00 - 17:00; Thu 08:00 - 18:00; Fri 08:00 - 15:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","9855 Austin Road","","","","Burnaby","BC","V3J 1N5","49.251227","-122.895863","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661890&SiteResourceAgencyNum=17661891"
